,title,ingredients,directions,NER
1504,Indian Spiced Two Beans and Sweet Potato Crock Pot,"[""1 tablespoon olive oil"", ""1 large onions chopped"", ""2 cloves garlic minced"", ""1 cup mushrooms button, or cremini, sliced"", ""15 ounces chickpeas (garbanzo beans) 1 can, drained and rinsed"", ""15 ounces pinto beans 1 can, drained and rinsed, or black beans"", ""2 pounds sweet potatoes, or yams 2 to 4, depending on the size"", ""2 1/4 teaspoons cumin ground"", ""3/4 teaspoon coriander ground"", ""1 x salt and black pepper to taste"", ""4 tablespoons lemon juice 1 lemon"", ""2 tablespoons honey"", ""10 ounces spinach, frozen chopped"", ""1 x yogurt, plain as needed"", ""1 x cilantro as needed""]","[""Heat the oil in a large nonstick skillet over medium-high heat until hot."", ""Add onions, stirring often, and cook until onions are soft, about 5 minutes."", ""Stir in the garlic and mushrooms, and cook until most of the liquid has been evaporated and the onions and mushrooms are both browned, about 10 minutes."", ""Transfer the mixture into crock pot."", ""Add the frozen spinach into the pan, and cook until the spinach are thawed and wilted, 2 to 3 minutes."", ""Meanwhile add both chick peas, pinto beans or black beans, and sweet potatoes into a 6-quart crock pot."", ""Add dry spices, and pour in lemon juice and honey."", ""Add the thawed spinach."", ""Stir everything all together until well mixed."", ""Cover, and cook on low for 6 to 8 hours, or on high for 2 to 3 hours."", ""Serve warm with naan bread with some yogurt and cilantro on top if needed.""]","[""spinach"", ""mushrooms button"", ""coriander ground"", ""cilantro"", ""cumin ground"", ""yogurt"", ""onions"", ""pinto beans"", ""sweet potatoes"", ""garlic"", ""chickpeas"", ""honey"", ""olive oil"", ""salt""]"
1505,"Breakfast Bars, Canyon Ranch Recipe","[""2 1/2 c. grape-Nuts"", ""3 Tbsp. honey"", ""16 ounce yogurt with fruit, nonfat"", ""1 c. fruit cocktail"", ""2/3 c. nonfat dry lowfat milk pwdr""]","[""Spray an 8-inch square pan with vegetable cooking spray."", ""Line pan with about 3/4 c. of the cereal."", ""In a blender, combine honey, yogurt, fruit, and lowfat milk pwdr."", ""Blend till smooth."", ""Mix in 1 c. of the cereal."", ""Pour yogurt mix into pan, and sprinkle with remaining cereal."", ""Freeze for at least 4 hrs."", ""Cut into rectangles; they will look like ice cream sandwiches."", ""Servings: 8.""]","[""nonfat dry lowfat milk pwdr"", ""grape-nuts"", ""honey"", ""fruit cocktail""]"
1506,Sausages With Rich Red Onion Gravy,"[""1 lb sausage"", ""3 tablespoons oil"", ""2 onions"", ""1/4 pint red wine"", ""3 tablespoons red currant jelly"", ""3 tablespoons thyme"", ""1 tablespoon gravy, granules""]","[""Using a large heatproof casserole dish add oil and fry sausages for 4-5 minutes. Add the red onions and fry for a further 2-3 minutes."", ""Mix together the red wine or stock, redcurrant jelly and fresh thyme and pour over sausages. Cover and place in oven to cook for 25-30 minutes. Remove sausages and stir in gravy granules to thicken. Serve with mashed potato.""]","[""oil"", ""red currant"", ""thyme"", ""onions"", ""red wine"", ""sausage""]"
1507,Caviar And Cheese Ball (Zakuska Iz Tvoroga I Ikri),"[""8 ounces whipped cream cheese, at room temperature"", ""1/4 cup farmer cheese"", ""2 tablespoons sour cream"", ""4 ounces salmon black caviar""]","[""Process the cheeses in a food processor until smooth."", ""Transfer the cheese mixture to a bowl and refrigerate until firm, 2 to 3 hours."", ""Form the cheese into a ball. Place on a serving platter with a rim. Coat the cheese with sour cream, then gently press the caviar into the surface, taking care not to break the eggs.""]","[""sour cream"", ""farmer cheese"", ""salmon black"", ""cream cheese""]"
1508,Spiced Maple Sausage Patties ,"[""1 3/4 pounds ground pork (not lean)"", ""1 small onion, grated and squeezed dry"", ""4 cloves garlic, finely grated"", ""2 tablespoons minced fresh sage"", ""1 tablespoon minced fresh thyme"", ""3 tablespoons pure maple syrup"", ""1 tablespoon paprika"", ""1/2 teaspoon ground allspice"", ""1/2 teaspoon ground coriander"", ""1/4 teaspoon cayenne pepper"", ""Kosher salt and freshly ground black pepper"", ""2 tablespoons extra-virgin olive oil""]","[""Mix the pork, onion, garlic, sage, thyme, syrup, paprika, allspice, coriander, cayenne, 2 1/2 teaspoons salt and 1/2 teaspoon black pepper with your hands. Form into 18 patties, 2 inches wide and 1/2 inch thick; put on a foil-lined baking sheet, cover and chill overnight."", """", """", ""The next day, preheat the oven to 350 degrees F. Heat 1 tablespoon olive oil in a skillet over medium-high heat. Cook half of the patties, turning once, until golden, about 5 minutes. Transfer to a baking sheet. Wipe out the skillet. Repeat with the remaining 1 tablespoon oil and patties, then transfer the patties to the oven to finish cooking, 5 to 10 minutes.""]","[""ground pork"", ""extra-virgin olive oil"", ""cayenne pepper"", ""onion"", ""kosher salt"", ""thyme"", ""ground allspice"", ""maple syrup"", ""ground coriander"", ""paprika"", ""fresh sage"", ""garlic""]"
1509,Lemon Dessert,"[""1 12 cups flour"", ""12 cup chopped pecans"", ""34 cup oleo (butter)"", ""1 cup powdered sugar"", ""1 14 cups Cool Whip"", ""8 ounces cream cheese"", ""3 cups milk"", ""3 ounces instant lemon pudding""]","[""First Layer: Mix and pat into a 13x9-inch greased pan."", ""Bake at 350 for 15 minutes."", ""Cool."", ""Second Layer: Whip until smooth."", ""Spread over first layer."", ""Third Layer: Mix at low speed and spread in pan."", ""Refrigerate until ready to use."", ""Top with remaining cool whip."", ""Notes: Buy the largest cool whip (12oz)."", ""This dessert makes a large dish and goes a long way.""]","[""oleo"", ""powdered sugar"", ""pecans"", ""cream cheese"", ""lemon pudding"", ""flour"", ""milk""]"
1510,Hamburger Soup,"[""4 green peppers"", ""4 medium onions"", ""3/4 c. water"", ""3 lb. hamburger"", ""1 1/2 Tbsp. chili powder"", ""1 1/2 Tbsp. parsley flakes"", ""1 1/2 Tbsp. celery salt"", ""1 Tbsp. salt"", ""1 Tbsp. pepper"", ""1 Tbsp. red pepper"", ""1 Tbsp. garlic salt"", ""1 Tbsp. oregano"", ""1 Tbsp. cumin seed""]","[""Combine with hamburger, cook for 1/2 hour more."", ""You can double recipe, as it freezes well.""]","[""celery salt"", ""cumin"", ""oregano"", ""pepper"", ""green peppers"", ""garlic salt"", ""chili powder"", ""red pepper"", ""parsley flakes"", ""water"", ""onions"", ""hamburger"", ""salt""]"
1511,Ladybirds BBQ or Roast Lettuce Cups,"[""250 grams silver side steaks or sandwich steaks of your choice"", ""100 ml bbq marinate of your choice"", ""4 small potatoes"", ""1/4 of a butternut pumpkin"", ""2 slice short cut bacon"", ""9 medium to small lettuce leaves ."", ""1/4 lebanese cucumber or 12 thin slices"", ""1 small carrot"", ""6 blueberry tomatoes or 4 extra cherry tomatoes"", ""8 cherry tomatoes"", ""3/4 cup grated cheese of your choice , i used colby tasty"", ""9 stick of garlic chives or plain chives"", ""1 dozen or so basil or parsley leaves ."", ""1 pinch salt per lettuce leaf"", ""1 pinch cracked black pepper per each lettuce leaf""]","[""Place the steaks into a casserole dish and add the Marinade ontop of the meat , turning the meat to ensure coated all over , place lid on the casserole dish and place in the fridge for at least 2-4 hours ."", ""Preheat the oven to 160C ."", ""Peel and the potatoes and pumpkin , then cut them into small chunks ."", ""Slice the bacon into strips ."", ""Take the prepared marinated meat in the casserole dish out of the fridge and place into the Preheated oven , covered , and cook for about 15-18 minutes , then turn the meat and leave uncovered and proceed to cook for a further 8-10 minutes or until cooked through and sauce have reduced ."", ""Then remove from the oven and leave in casserole dish till needed ."", ""Place oil in a large fryingpan/skillet and heat on high , next place the prepared potatoes and pumpkin chunks into the heated oil in the pan and turn the heat down to medium low and toss to coat oil in the oil , cover the pan and proceed to cook 8-10 minutes or until golden on the bottom , now add the bacon pieces and turn the potatoes and pumpkin chunks , cover and proceed to cook for a further 8-10 minutes or until cooked through and golden all over , once cooked remove from heat and remove from the oil ."", ""Whilst things are cooking , peel and slice the cucumber and slice the larger slices in half again , and cut all the cherry tomatoes in half and peel and grate the carrot , then grate the cheese and set all aside till needed ."", ""Break up the lettuce leaves so that you have individual leaves and finding the medium to smaller ones , wash and dry the leaves lightly and set aside till needed ."", ""Take your prepared cooked steaks and slice them into thin strips ."", ""Once everything is prepared and cooked time to build you bbq lettuce cups , using the prepared lettuce leaves , place on serving plate and to each leaf add a few of the fryroasted potato and pumpkin bits to the bottom of the lettuce cups followed by a few of the cooked bacon strips and topped with a few slices of the cooked marinated steak strips ."", ""Now add a few pieces of the cucumber slices , topped with some of the grated carrot and add 4 or 5 tomato halves and topped with some of the grated cheese , season with salt and cracked black pepper ."", ""Garnish with some chopped chives and couple basil or parsley leaves , serve and enjoy ."", "":-) ."", ""Note : the marinated steak , potatoes , pumpkin and bacon."", ""can be done in the oven , on the stove top or BBQ / grill ."", ""Enjoy :-)""]","[""potatoes"", ""lebanese cucumber"", ""marinate"", ""bacon"", ""tomatoes"", ""grated cheese"", ""your choice"", ""basil"", ""pumpkin"", ""cracked black pepper"", ""carrot"", ""garlic"", ""salt""]"
1512,Fruit Salad,"[""1 can peach pie filling"", ""1 pkg. frozen whole strawberries"", ""1 medium can chunk pineapple, drained"", ""3 bananas, sliced 1-inch thick""]","[""Mix pie filling, pineapple and strawberries with juice and let chill."", ""Just before serving, add bananas and mix together.""]","[""strawberries"", ""peach pie filling"", ""pineapple"", ""bananas""]"
1513,New York Style Deli Pickles,"[""10 gallons pickling cucumbers, medium sized, scrubbed"", ""2 heads fresh dill, plants flower heads only"", ""2 heads garlic, peeled"", ""1 cup pickling salt"", ""1/2 cup pickling spices"", ""3 tablespoons peppercorns"", ""3 dried hot red chili peppers"", ""2 cinnamon sticks, broken"", ""5 bay leaves"", ""water, to cover""]","[""Layer the cucumbers and dill heads with garlic."", ""Pour the remaining ingredients over all and cover with cold, fresh water, filtered if you can."", ""Cover with cheesecloth."", ""Weigh down the pickles with a plate and jar of water. Cover with a clean tea towel."", ""Check after 72 hours, remove any scum that may have formed and wash cheesecloth, plate and jar of water and replace them."", ""Check after another 72 hours and see if they are done enough for you. If so, pack into sterile jars and cover with the brine."", ""Store in the refrigerator to slow the fermentation process."", ""I make these in a big dough bucket and pack into gallon jars and some plastic containers to give as gifts.""]","[""peppercorns"", ""pickling cucumbers"", ""pickling salt"", ""water"", ""bay leaves"", ""dill"", ""hot red chili peppers"", ""garlic"", ""cinnamon sticks"", ""pickling spices""]"
1514,Japanese Fruit Pie,"[""1 stick margarine"", ""2 eggs"", ""3/4 c. sugar"", ""1/2 c. nuts"", ""1/2 c. raisins"", ""1/2 c. coconut"", ""1 tsp. vinegar"", ""1 tsp. vanilla""]","[""Mix all ingredients together and bake in an unbaked pie shell for 45 minutes in a 325\u00b0 oven.""]","[""vinegar"", ""sugar"", ""vanilla"", ""eggs"", ""raisins"", ""nuts"", ""margarine"", ""coconut""]"
1515,Saucy Chicken Fillet,"[""4 chicken fillets"", ""1 teaspoon barbecue spice"", ""1 teaspoon poultry seasoning"", ""3/4 cup of steer peri-peri"", ""3/4 cup of mrs ball fruit chutney sauce"", ""1 1/2 teaspoons dried herbs"", ""10 ml oil"", ""1 cup water""]","[""Combine all these ingredients in a bowl."", ""Place the chicken fillets in and marinate for 10 minutes In a saucepan heat oil therafter place marinated chicken in with sauce let it cook on medium heat for 30-45mins or until chicken is cooked."", ""Add water when needed to keep the sauce from burning.""]","[""oil"", ""water"", ""poultry seasoning"", ""barbecue spice"", ""peri-peri"", ""herbs"", ""chicken"", ""chutney sauce""]"
1516,Mix Vegetable Egg Rolls Recipe,"[""1 c. carrots, shredded"", ""1 c. cabbage, cut into 1/2\"" squares"", ""1 c. pod peas, cut diagonally"", ""3 cloves garlic, crushed"", ""1 pound boneless pork or possibly beef, cut in sm. pcs"", ""1 pound shelled shrimp, cut in sm. pcs"", ""1 med. onion, finely diced"", ""1 tbsp. fish sauce"", ""1/2 teaspoon pepper"", ""Salt to taste"", ""1 teaspoon MSG"", ""Eggroll or possibly lumpia wrappers"", ""2 tbsp. oil""]","[""Brown garlic in warm oil."", ""Add in onion, saute/fry till transparent."", ""Add in pork or possibly beef and shrimp."", ""Season with fish sauce, pepper, salt and MSG."", ""Stir till meat and shrimp are tender."", ""Add in remaining ingredients, keep on stirring till vegetables are tender but hard."", ""Remove from fire."", ""Drain remaining broth."", ""Let cold and set aside."", ""Put 2 Tbsp."", ""of mix in each egg roll wrapper and seal."", ""Fry in deep fat."", ""Good with warm mustard.""]","[""cabbage"", ""peas"", ""oil"", ""lumpia wrappers"", ""pepper"", ""onion"", ""pork"", ""fish sauce"", ""carrots"", ""shrimp"", ""garlic"", ""salt""]"
1517,Cilantro Crab Cakes ,"[""2 pounds flaked crab meat, bone and cartilege removed"", ""2 eggs"", ""6 tablespoons whipping cream"", ""2 teaspoons dry mustard"", ""1/2 teaspoon salt"", ""1/2 teaspoon cayenne pepper"", ""4 dashes hot pepper sauce"", ""4 tablespoons minced parsley"", ""4 tablespoons minced white onion"", ""3 tablespoons flour"", ""1/2 cup butter"", ""lemon wedges (garnish)"", ""Cilantro-Cayenne Mayo:"", ""1 cup mayo"", ""2 tablespoons fresh lemon juice or sherry wine"", ""1/4 teaspoon cayenne pepper"", ""2 tablespoons minced cilantro"", ""Combine ingredients and blend well""]","[""In a mixing bowl, combine eggs, cream, mustard, salt cayenne, pepper sauce, parsely and onion. In another bowl combine crab with flour and add to egg mixture."", """", ""Form crab mixture into 24 round cakes."", """", ""In a large heavy bottomed skillet, heat butter and fry cakes until lightly browned on each side (about 5 minutes per side). Serve with lemon wedges and Cilantro-Cayenne Mayonnaise. ( see recipe in ingredients)""]","[""lemon wedges"", ""lemon juice"", ""cayenne pepper"", ""white onion"", ""eggs"", ""cilantro"", ""combine"", ""crab meat"", ""flour"", ""pepper sauce"", ""mayo"", ""parsley"", ""butter"", ""mustard"", ""whipping cream"", ""salt""]"
1518,Mutthri,"[""1 12 cups semolina"", ""2 12 cups all-purpose flour"", ""1 cup ghee or 1 cup clarified butter"", ""2 teaspoons salt (to taste)"", ""2 teaspoons carom seeds"", ""1 teaspoon coarse crushed black pepper"", ""water, to knead the dough"", ""oil (for deep frying)""]","[""Mix everything except the water and oil."", ""The flour after mixing the ghee should resemble bread crumbs."", ""Start kneading by adding water little by little till the dough is smooth but not too soft."", ""A stand mixer would be a good idea."", ""Make small balls out of the dough and keep aside."", ""Heat oil on a medium flame."", ""Do not heat the oil too much as the Muthris will burn on the outside and stay undone on the inside."", ""Lightly dust your rolling surface with flour and use a rolling pin to roll each ball into a rough circle shape about 3-4 mm in thickness and about 3 inches in diameter and keep aside."", ""Prick the surface with a fork a few times so as to avoid the Muthris to puff up while frying."", ""Keep aside for frying later."", ""Roll out all the remaining balls like this."", ""Once the Muthris have been rolled out, test the oil to check its temperature by dropping a tiny ball of the dough into it."", ""If it sizzles and rises quickly to the top, the oil is ready for frying."", ""Drop a few Muthries into the oil, do not crowd them or they will not fry well."", ""Fry, gently turning and flipping every now and then, till the Mathris are a pale golden brown in color."", ""When done, use a slotted spoon to drain extra oil and remove the Muthris."", ""Put them on paper towels to drain some more."", ""Allow to cool."", ""Store when they are at room temperature in airtight containers."", ""Muthris can be stored for up to a month.They are consumed as such or with any indian pickle as a tea time snack!""]","[""oil"", ""black pepper"", ""water"", ""semolina"", ""flour"", ""carom seeds"", ""ghee"", ""salt""]"
